Source path,Class name,Method name,Smell type,Severity,Evidence
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MessageListFunctions.java,org.exist.xquery.modules.mail.MessageListFunctions,parseChildSearchTerms,FEATURE_ENVY,LOW,"foreign accesses=7, own accesses=2"
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MessageListFunctions.java,org.exist.xquery.modules.mail.MessageListFunctions,parseComparisonAttribute,FEATURE_ENVY,HIGH,"foreign accesses=24, own accesses=2"
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MessageListFunctions.java,org.exist.xquery.modules.mail.MessageListFunctions,parseFlagTerm,FEATURE_ENVY,HIGH,"foreign accesses=23, own accesses=3"
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MessageListFunctions.java,org.exist.xquery.modules.mail.MessageListFunctions,parseHeaderTerm,FEATURE_ENVY,LOW,"foreign accesses=6, own accesses=2"
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MessageListFunctions.java,org.exist.xquery.modules.mail.MessageListFunctions,parseRecipientTerm,FEATURE_ENVY,HIGH,"foreign accesses=15, own accesses=3"
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MessageListFunctions.java,org.exist.xquery.modules.mail.MessageListFunctions,prefetchMessages,FEATURE_ENVY,LOW,"foreign accesses=5, own accesses=1"
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MessageListFunctions.java,org.exist.xquery.modules.mail.MessageListFunctions,searchMessageList,FEATURE_ENVY,MEDIUM,"foreign accesses=13, own accesses=6"
extensions/modules/mail/src/main/java/org/exist/xquery/modules/mail/MailSessionFunctions.java,org.exist.xquery.modules.mail.MailSessionFunctions,eval,FEATURE_ENVY,HIGH,"foreign accesses=18, own accesses=1"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/WriteMessageTest.java,org.exist.xquery.modules.mail.WriteMessageTest,contentType,FEATURE_ENVY,MEDIUM,"foreign accesses=11, own accesses=0"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/WriteMessageTest.java,org.exist.xquery.modules.mail.WriteMessageTest,extractMessageBody,FEATURE_ENVY,LOW,"foreign accesses=6, own accesses=0"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/Util.java,org.exist.xquery.modules.mail.Util,compileQuery,FEATURE_ENVY,LOW,"foreign accesses=9, own accesses=0"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/Util.java,org.exist.xquery.modules.mail.Util,withCompiledQuery,FEATURE_ENVY,LOW,"foreign accesses=5, own accesses=1"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,data,FEATURE_ENVY,MEDIUM,"foreign accesses=13, own accesses=0"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendEmailByJakartaMail,FEATURE_ENVY,CRITICAL,"foreign accesses=34, own accesses=6"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendEmailBySmtpDirectConnection,FEATURE_ENVY,CRITICAL,"foreign accesses=36, own accesses=4"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendHtmlEmail,FEATURE_ENVY,MEDIUM,"foreign accesses=12, own accesses=1"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendHtmlEmailWithBinaryAttachment,FEATURE_ENVY,HIGH,"foreign accesses=30, own accesses=5"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendHtmlEmailWithXmlAndBinaryAttachments,FEATURE_ENVY,CRITICAL,"foreign accesses=41, own accesses=9"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendHtmlEmailWithXmlAttachment,FEATURE_ENVY,CRITICAL,"foreign accesses=31, own accesses=5"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextAndHtmlEmail,FEATURE_ENVY,HIGH,"foreign accesses=26, own accesses=1"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextAndHtmlEmailWithBinaryAttachment,FEATURE_ENVY,CRITICAL,"foreign accesses=44, own accesses=5"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextAndHtmlEmailWithXmlAndBinaryAttachments,FEATURE_ENVY,CRITICAL,"foreign accesses=55, own accesses=9"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextAndHtmlEmailWithXmlAttachment,FEATURE_ENVY,CRITICAL,"foreign accesses=45, own accesses=5"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextEmail,FEATURE_ENVY,LOW,"foreign accesses=5, own accesses=1"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextEmailWithBinaryAttachment,FEATURE_ENVY,HIGH,"foreign accesses=23, own accesses=5"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextEmailWithXmlAndBinaryAttachments,FEATURE_ENVY,CRITICAL,"foreign accesses=34, own accesses=9"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,sendTextEmailWithXmlAttachment,FEATURE_ENVY,HIGH,"foreign accesses=24, own accesses=5"
extensions/modules/mail/src/test/java/org/exist/xquery/modules/mail/SendEmailIT.java,org.exist.xquery.modules.mail.SendEmailIT,setup,FEATURE_ENVY,MEDIUM,"foreign accesses=13, own accesses=6"
extensions/modules/persistentlogin/src/main/java/org/exist/xquery/modules/persistentlogin/PersistentLoginModule.java,org.exist.xquery.modules.persistentlogin.PersistentLoginModule,,DATA_CLASS,LOW,"fields=5, getter/setter ratio=80%, behavioral methods=1"
extensions/modules/persistentlogin/src/main/java/org/exist/xquery/modules/persistentlogin/PersistentLoginFunctions.java,org.exist.xquery.modules.persistentlogin.PersistentLoginFunctions,authenticate,FEATURE_ENVY,LOW,"foreign accesses=8, own accesses=2"
extensions/modules/persistentlogin/src/main/java/org/exist/xquery/modules/persistentlogin/PersistentLoginFunctions.java,org.exist.xquery.modules.persistentlogin.PersistentLoginFunctions,callback,FEATURE_ENVY,LOW,"foreign accesses=9, own accesses=4"
extensions/modules/persistentlogin/src/main/java/org/exist/xquery/modules/persistentlogin/PersistentLoginFunctions.java,org.exist.xquery.modules.persistentlogin.PersistentLoginFunctions,eval,FEATURE_ENVY,HIGH,"foreign accesses=18, own accesses=2"
extensions/modules/persistentlogin/src/test/java/org/exist/xquery/modules/persistentlogin/PersistentLoginTest.java,org.exist.xquery.modules.persistentlogin.PersistentLoginTest,invalidateAcceptsLegacyColonSeparator,FEATURE_ENVY,LOW,"foreign accesses=6, own accesses=1"
extensions/modules/persistentlogin/src/test/java/org/exist/xquery/modules/persistentlogin/PersistentLoginTest.java,org.exist.xquery.modules.persistentlogin.PersistentLoginTest,lookupAcceptsLegacyColonSeparator,FEATURE_ENVY,LOW,"foreign accesses=5, own accesses=1"
extensions/modules/persistentlogin/src/test/java/org/exist/xquery/modules/persistentlogin/PersistentLoginTest.java,org.exist.xquery.modules.persistentlogin.PersistentLoginTest,newTokensUsePipeSeparator,FEATURE_ENVY,LOW,"foreign accesses=7, own accesses=1"
extensions/modules/persistentlogin/src/test/java/org/exist/xquery/modules/persistentlogin/LoginModuleIT.java,org.exist.xquery.modules.persistentlogin.LoginModuleIT,beforeClass,FEATURE_ENVY,CRITICAL,"foreign accesses=32, own accesses=13"
extensions/modules/persistentlogin/src/test/java/org/exist/xquery/modules/persistentlogin/LoginModuleIT.java,org.exist.xquery.modules.persistentlogin.LoginModuleIT,doGet,FEATURE_ENVY,MEDIUM,"foreign accesses=11, own accesses=4"
extensions/modules/persistentlogin/src/test/java/org/exist/xquery/modules/persistentlogin/LoginModuleIT.java,org.exist.xquery.modules.persistentlogin.LoginModuleIT,loginAndLogout,FEATURE_ENVY,MEDIUM,"foreign accesses=12, own accesses=4"
extensions/modules/process/src/main/java/org/exist/xquery/modules/process/Execute.java,org.exist.xquery.modules.process.Execute,createReport,FEATURE_ENVY,HIGH,"foreign accesses=24, own accesses=4"
extensions/modules/process/src/main/java/org/exist/xquery/modules/process/Execute.java,org.exist.xquery.modules.process.Execute,eval,FEATURE_ENVY,CRITICAL,"foreign accesses=56, own accesses=7"
extensions/modules/process/src/main/java/org/exist/xquery/modules/process/Execute.java,org.exist.xquery.modules.process.Execute,getWorkingDir,FEATURE_ENVY,LOW,"foreign accesses=7, own accesses=0"
extensions/modules/process/src/main/java/org/exist/xquery/modules/process/Execute.java,org.exist.xquery.modules.process.Execute,readOutput,FEATURE_ENVY,LOW,"foreign accesses=6, own accesses=1"
extensions/modules/scheduler/src/main/java/org/exist/xquery/modules/scheduler/ResumeScheduledJob.java,org.exist.xquery.modules.scheduler.ResumeScheduledJob,eval,FEATURE_ENVY,MEDIUM,"foreign accesses=11, own accesses=1"
extensions/modules/scheduler/src/main/java/org/exist/xquery/modules/scheduler/DeleteScheduledJob.java,org.exist.xquery.modules.scheduler.DeleteScheduledJob,eval,FEATURE_ENVY,MEDIUM,"foreign accesses=11, own accesses=1"
extensions/modules/scheduler/src/main/java/org/exist/xquery/modules/scheduler/GetScheduledJobs.java,org.exist.xquery.modules.scheduler.GetScheduledJobs,eval,FEATURE_ENVY,CRITICAL,"foreign accesses=78, own accesses=9"
extensions/modules/scheduler/src/main/java/org/exist/xquery/modules/scheduler/ScheduleFunctions.java,org.exist.xquery.modules.scheduler.ScheduleFunctions,eval,FEATURE_ENVY,CRITICAL,"foreign accesses=58, own accesses=10"
extensions/modules/scheduler/src/main/java/org/exist/xquery/modules/scheduler/ScheduleFunctions.java,org.exist.xquery.modules.scheduler.ScheduleFunctions,parseParameters,FEATURE_ENVY,HIGH,"foreign accesses=17, own accesses=1"
extensions/modules/scheduler/src/main/java/org/exist/xquery/modules/scheduler/PauseScheduledJob.java,org.exist.xquery.modules.scheduler.PauseScheduledJob,eval,FEATURE_ENVY,MEDIUM,"foreign accesses=11, own accesses=1"
extensions/modules/simpleql/src/main/java/org/exist/xquery/modules/simpleql/ParseSimpleQL.java,org.exist.xquery.modules.simpleql.ParseSimpleQL,eval,FEATURE_ENVY,LOW,"foreign accesses=6, own accesses=2"
extensions/modules/sql/src/main/java/org/exist/xquery/modules/sql/SQLModule.java,org.exist.xquery.modules.sql.SQLModule,<constructor>,FEATURE_ENVY,HIGH,"foreign accesses=30, own accesses=4"
extensions/modules/sql/src/main/java/org/exist/xquery/modules/sql/SQLModule.java,org.exist.xquery.modules.sql.SQLModule,modifyEntry,FEATURE_ENVY,LOW,"foreign accesses=5, own accesses=1"
extensions/modules/sql/src/main/java/org/exist/xquery/modules/sql/PrepareFunction.java,org.exist.xquery.modules.sql.PrepareFunction,eval,FEATURE_ENVY,HIGH,"foreign accesses=20, own accesses=3"
extensions/modules/sql/src/main/java/org/exist/xquery/modules/sql/CloseConnectionFunction.java,org.exist.xquery.modules.sql.CloseConnectionFunction,eval,FEATURE_ENVY,MEDIUM,"foreign accesses=14, own accesses=2"
extensions/modules/sql/src/main/java/org/exist/xquery/modules/sql/ExecuteFunction.java,org.exist.xquery.modules.sql.ExecuteFunction,eval,FEATURE_ENVY,CRITICAL,"foreign accesses=51, own accesses=10"
extensions/modules/sql/src/main/java/org/exist/xquery/modules/sql/ExecuteFunction.java,org.exist.xquery.modules.sql.ExecuteFunction,resultAsElement,FEATURE_ENVY,CRITICAL,"foreign accesses=76, own accesses=4"
