Source path,Owner class FQN,Field name,Serialized name,Serialized name source,Type FQN,Type resolution,Is collection,Is map,Is optional,Format,Required,Validations JSON,Example value
exist-core/src/main/java/org/exist/xmlrpc/RpcAPI.java,org.exist.xmlrpc.RpcAPI$RestoreTaskEvent,code,code,java-name,char,resolved,false,false,false,,true,{},
exist-core/src/main/java/org/exist/management/client/JMXtoXML.java,org.exist.management.client.JMXtoXML$Ping,instance,instance,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/client/JMXtoXML.java,org.exist.management.client.JMXtoXML$Ping,connection,connection,java-name,javax.management.MBeanServerConnection,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/ActiveBroker.java,org.exist.management.impl.ActiveBroker,owner,owner,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/ActiveBroker.java,org.exist.management.impl.ActiveBroker,referenceCount,referenceCount,java-name,int,resolved,false,false,false,int32,true,{},
exist-core/src/main/java/org/exist/management/impl/ActiveBroker.java,org.exist.management.impl.ActiveBroker,stack,stack,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/ActiveBroker.java,org.exist.management.impl.ActiveBroker,stackAcquired,stackAcquired,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/RunningQuery.java,org.exist.management.impl.RunningQuery,id,id,java-name,int,resolved,false,false,false,int32,true,{},
exist-core/src/main/java/org/exist/management/impl/RunningQuery.java,org.exist.management.impl.RunningQuery,sourceType,sourceType,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/RunningQuery.java,org.exist.management.impl.RunningQuery,sourceKey,sourceKey,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/RunningQuery.java,org.exist.management.impl.RunningQuery,terminating,terminating,java-name,boolean,resolved,false,false,false,,true,{},
exist-core/src/main/java/org/exist/management/impl/RunningQuery.java,org.exist.management.impl.RunningQuery,requestURI,requestURI,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/RunningQuery.java,org.exist.management.impl.RunningQuery,thread,thread,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/RunningQuery.java,org.exist.management.impl.RunningQuery,startTime,startTime,java-name,long,resolved,false,false,false,int64,true,{},
exist-core/src/main/java/org/exist/management/impl/Job.java,org.exist.management.impl.Job,id,id,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/Job.java,org.exist.management.impl.Job,action,action,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/Job.java,org.exist.management.impl.Job,info,info,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/BinaryValues.java,org.exist.management.impl.BinaryValues,instanceId,instanceId,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/ProcessReportMXBean.java,org.exist.management.impl.ProcessReportMXBean$QueryKey,id,id,java-name,int,resolved,false,false,false,int32,true,{},
exist-core/src/main/java/org/exist/management/impl/ProcessReportMXBean.java,org.exist.management.impl.ProcessReportMXBean$QueryKey,key,key,java-name,java.lang.String,resolved,false,false,false,,false,{},
exist-core/src/main/java/org/exist/management/impl/Error.java,org.exist.management.impl.Error,errcode,errcode,java-name,java.lang.String,resolved,false,false,false,,false,{},
