Package name,Afferent coupling (Ca),Efferent coupling (Ce),Instability,Abstractness,Distance from main sequence,In cycle,Cycle members
org.exist.xupdate,7,16,0.6956521739130435,0.08333333333333333,0.22101449275362317,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.storage.blob,11,12,0.5217391304347826,0.24,0.23826086956521741,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.security.internal.web,2,1,0.3333333333333333,0.0,0.6666666666666667,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.extensions.exquery.modules.request,0,3,1.0,0.125,0.125,false,
org.exist.management.client,1,8,0.8888888888888888,0.0,0.11111111111111116,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.util.serializer,44,17,0.2786885245901639,0.08571428571428572,0.6355971896955503,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.protocolhandler.protocols.xmldb,1,4,0.8,0.0,0.19999999999999996,true,"org.exist.protocolhandler,org.exist.protocolhandler.protocols.xmldb"
org.exist.collections.triggers,10,19,0.6551724137931034,0.22,0.1248275862068966,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
xquery.logicalOp,0,0,0.0,0.0,1.0,false,
org.exist.extensions.exquery.restxq.impl.xquery,1,7,0.875,0.0,0.125,false,
org.exist.validation.resolver,2,12,0.8571428571428571,0.0,0.1428571428571429,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.ant,1,12,0.9230769230769231,0.09090909090909091,0.013986013986013957,false,
org.exist.contentextraction,1,6,0.8571428571428571,0.0,0.1428571428571429,false,
org.exist.indexing.spatial,1,18,0.9473684210526315,0.23076923076923078,0.17813765182186225,false,
org.exist.security.realm.ldap.xquery,0,7,1.0,0.0,0.0,false,
xquery.ngram,0,0,0.0,0.0,1.0,false,
org.exist.client.tristatecheckbox,1,0,0.0,0.0,1.0,false,
org.exist.scheduler.impl,3,5,0.625,0.0,0.375,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.xquery.update,2,19,0.9047619047619048,0.13333333333333333,0.03809523809523818,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.indexing.sort,1,13,0.9285714285714286,0.25,0.1785714285714286,false,
org.exist.launcher,0,10,1.0,0.14285714285714285,0.1428571428571428,false,
org.exist.config.mapper,1,2,0.6666666666666666,0.0,0.33333333333333337,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.debugger,1,2,0.6666666666666666,0.8,0.4666666666666668,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
org.exist.security.realm.activedirectory,0,7,1.0,0.0,0.0,false,
org.exist.config.mapping,0,1,1.0,0.0,0.0,false,
org.exist.util.sanity,5,0,0.0,0.0,1.0,false,
org.exist.protocolhandler.embedded,4,11,0.7333333333333333,0.0,0.2666666666666667,true,"org.exist,org.exist.backup,org.exist.backup.restore,org.exist.client,org.exist.client.security,org.exist.collections,org.exist.collections.triggers,org.exist.config,org.exist.config.mapper,org.exist.debuggee,org.exist.debugger,org.exist.dom,org.exist.dom.memtree,org.exist.dom.persistent,org.exist.http,org.exist.http.servlets,org.exist.http.urlrewrite,org.exist.http.ws,org.exist.indexing,org.exist.jetty,org.exist.management,org.exist.management.client,org.exist.management.impl,org.exist.numbering,org.exist.protocolhandler.embedded,org.exist.protocolhandler.xmldb,org.exist.protocolhandler.xmlrpc,org.exist.repo,org.exist.resolver,org.exist.scheduler,org.exist.scheduler.impl,org.exist.security,org.exist.security.internal,org.exist.security.internal.aider,org.exist.security.internal.web,org.exist.security.management,org.exist.security.realm,org.exist.security.utils,org.exist.source,org.exist.stax,org.exist.storage,org.exist.storage.blob,org.exist.storage.btree,org.exist.storage.cache,org.exist.storage.dom,org.exist.storage.index,org.exist.storage.io,org.exist.storage.journal,org.exist.storage.lock,org.exist.storage.recovery,org.exist.storage.report,org.exist.storage.serializers,org.exist.storage.structural,org.exist.storage.sync,org.exist.storage.txn,org.exist.storage.vector,org.exist.test,org.exist.util,org.exist.util.crypto.digest,org.exist.util.hashtable,org.exist.util.io,org.exist.util.pool,org.exist.util.serializer,org.exist.util.serializer.json,org.exist.validation,org.exist.validation.internal,org.exist.validation.resolver,org.exist.vector,org.exist.xmldb,org.exist.xmldb.concurrent,org.exist.xmldb.concurrent.action,org.exist.xmldb.function,org.exist.xmldb.txn.bridge,org.exist.xmlrpc,org.exist.xmlrpc.function,org.exist.xqj,org.exist.xquery,org.exist.xquery.functions.array,org.exist.xquery.functions.fn,org.exist.xquery.functions.fn.transform,org.exist.xquery.functions.integer,org.exist.xquery.functions.map,org.exist.xquery.functions.math,org.exist.xquery.functions.request,org.exist.xquery.functions.websocket,org.exist.xquery.functions.xmldb,org.exist.xquery.pragmas,org.exist.xquery.regex,org.exist.xquery.update,org.exist.xquery.util,org.exist.xquery.value,org.exist.xslt,org.exist.xupdate"
