Source path,Class name,Method name,Method signature,Cyclomatic complexity,Cognitive complexity,Max nesting depth,Line count,Parameter count,ABC score,Assignments,Branches,Conditions,Halstead volume,Halstead difficulty,Halstead estimated bugs
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,checkForCompatibleJavaVersion,"org.exist.start.CompatibleJavaVersionCheck{name=checkForCompatibleJavaVersion,return=void,parameters=[]}",1,0,0,10,0,1.0,0,1,0,4.75,0.5,0.0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,checkForCompatibleJavaVersion,"org.exist.start.CompatibleJavaVersionCheck{name=checkForCompatibleJavaVersion,return=void,parameters=[java.util.Optional<java.lang.String>]}",12,10,3,40,1,11.92,5,6,9,475.03,16.71,0.13
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck,extractJavaVersionComponents,"org.exist.start.CompatibleJavaVersionCheck{name=extractJavaVersionComponents,return=java.util.Optional<int[]>,parameters=[java.util.Optional<java.lang.String>]}",2,3,1,15,1,13.6,0,13,4,361.89,14.64,0.1
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,IncompatibleJavaVersion,"org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion{name=<constructor>,return=org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,parameters=[int,java.lang.Integer,java.lang.Integer]}",1,0,0,6,3,3.0,3,0,0,18.0,1.0,0.0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,create,"org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion{name=create,return=org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,parameters=[int,java.lang.Integer,java.lang.Integer]}",1,0,0,4,3,1.0,0,1,0,15.51,1.0,0.0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,create,"org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion{name=create,return=org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,parameters=[int,java.lang.Integer]}",1,0,0,4,2,1.0,0,1,0,15.51,1.0,0.0
exist-start/src/main/java/org/exist/start/CompatibleJavaVersionCheck.java,org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,create,"org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion{name=create,return=org.exist.start.CompatibleJavaVersionCheck$IncompatibleJavaVersion,parameters=[int]}",1,0,0,4,1,1.0,0,1,0,13.93,1.33,0.0
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,Main,"org.exist.start.Main{name=<constructor>,return=org.exist.start.Main,parameters=[]}",1,0,0,3,0,0.0,0,0,0,0.0,0.0,0.0
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,Main,"org.exist.start.Main{name=<constructor>,return=org.exist.start.Main,parameters=[java.lang.String]}",1,0,0,4,1,1.0,1,0,0,3.0,1.0,0.0
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,main,"org.exist.start.Main{name=main,return=void,parameters=[java.lang.String[]]}",2,1,1,10,1,4.0,0,4,0,62.51,3.33,0.01
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,getMain,"org.exist.start.Main{name=getMain,return=org.exist.start.Main,parameters=[]}",2,1,1,12,0,1.73,1,1,1,30.0,4.17,0.01
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,setupLog4j2,"org.exist.start.Main{name=setupLog4j2,return=void,parameters=[java.util.Optional<java.nio.file.Path>]}",7,7,2,43,1,24.08,2,24,0,499.76,17.91,0.14
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,getMode,"org.exist.start.Main{name=getMode,return=java.lang.String,parameters=[]}",1,0,0,4,0,0.0,0,0,0,2.0,0.5,0.0
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,setMode,"org.exist.start.Main{name=setMode,return=void,parameters=[java.lang.String]}",1,0,0,4,1,1.0,1,0,0,3.0,1.0,0.0
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,run,"org.exist.start.Main{name=run,return=void,parameters=[java.lang.String[]]}",4,4,1,11,1,8.25,0,8,2,151.3,9.5,0.04
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,startExistdb,"org.exist.start.Main{name=startExistdb,return=void,parameters=[java.lang.String[]]}",4,3,1,58,1,18.97,6,18,0,466.64,15.63,0.13
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,addFirstElement,"org.exist.start.Main{name=addFirstElement,return=java.lang.String[],parameters=[java.lang.String[],java.nio.file.Path]}",1,0,0,19,2,3.61,2,3,0,106.27,5.45,0.02
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,stripFirstElement,"org.exist.start.Main{name=stripFirstElement,return=java.lang.String[],parameters=[java.lang.String[]]}",2,1,1,23,1,1.73,1,1,1,103.61,6.56,0.03
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,getClassName,"org.exist.start.Main{name=getClassName,return=java.lang.String,parameters=[java.lang.String[]]}",13,6,1,53,1,14.56,12,8,2,594.34,11.66,0.12
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,tweakTempDirectory,"org.exist.start.Main{name=tweakTempDirectory,return=void,parameters=[]}",5,5,2,33,0,10.05,1,10,0,257.62,10.74,0.07
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,configureForJetty,"org.exist.start.Main{name=configureForJetty,return=java.nio.file.Path,parameters=[java.util.Optional<java.nio.file.Path>]}",8,10,2,49,1,26.48,5,26,0,647.26,20.68,0.19
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,getFromSysPropOrEnv,"org.exist.start.Main{name=getFromSysPropOrEnv,return=java.util.Optional<java.lang.String>,parameters=[java.lang.String,java.lang.String]}",4,3,1,29,2,11.18,2,11,0,279.81,14.21,0.08
exist-start/src/main/java/org/exist/start/Main.java,org.exist.start.Main,shutdownExistdb,"org.exist.start.Main{name=shutdownExistdb,return=void,parameters=[]}",2,1,1,33,0,6.32,2,6,0,176.65,5.79,0.03
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,Classpath,"org.exist.start.classloader.Classpath{name=<constructor>,return=org.exist.start.classloader.Classpath,parameters=[]}",1,0,0,3,0,0.0,0,0,0,0.0,0.0,0.0
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,Classpath,"org.exist.start.classloader.Classpath{name=<constructor>,return=org.exist.start.classloader.Classpath,parameters=[java.lang.String]}",1,0,0,4,1,1.0,0,1,0,4.75,0.5,0.0
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,or,"org.exist.start.classloader.Classpath{name=or,return=java.util.Optional<Generic{T}>,parameters=[java.util.Optional<Generic{T}>,java.util.function.Supplier<java.util.Optional<Generic{T}>>]}",2,2,1,13,2,2.0,0,2,0,34.87,3.13,0.01
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,addComponent,"org.exist.start.classloader.Classpath{name=addComponent,return=boolean,parameters=[java.lang.String]}",4,4,2,12,1,4.58,1,4,2,124.86,8.0,0.03
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,addComponent,"org.exist.start.classloader.Classpath{name=addComponent,return=boolean,parameters=[java.nio.file.Path]}",3,3,2,11,1,4.58,1,4,2,122.98,6.38,0.03
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,addClasspath,"org.exist.start.classloader.Classpath{name=addClasspath,return=void,parameters=[java.lang.String]}",3,3,2,9,1,4.24,1,4,1,80.0,5.06,0.02
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,toString,"org.exist.start.classloader.Classpath{name=toString,return=java.lang.String,parameters=[]}",3,2,1,14,0,8.77,3,8,2,199.69,13.38,0.06
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,getClassLoader,"org.exist.start.classloader.Classpath{name=getClassLoader,return=org.exist.start.classloader.EXistClassLoader,parameters=[java.lang.ClassLoader]}",2,2,1,29,1,21.1,2,21,0,459.47,16.13,0.13
exist-start/src/main/java/org/exist/start/classloader/Classpath.java,org.exist.start.classloader.Classpath,iterator,"org.exist.start.classloader.Classpath{name=iterator,return=java.util.Iterator<java.nio.file.Path>,parameters=[]}",1,0,0,5,0,1.0,0,1,0,8.0,1.0,0.0
exist-start/src/main/java/org/exist/start/classloader/ReflectionUtils.java,org.exist.start.classloader.ReflectionUtils,ReflectionUtils,"org.exist.start.classloader.ReflectionUtils{name=<constructor>,return=org.exist.start.classloader.ReflectionUtils,parameters=[]}",1,0,0,7,0,0.0,0,0,0,0.0,0.0,0.0
exist-start/src/main/java/org/exist/start/classloader/ReflectionUtils.java,org.exist.start.classloader.ReflectionUtils,invokeMain,"org.exist.start.classloader.ReflectionUtils{name=invokeMain,return=void,parameters=[java.lang.ClassLoader,java.lang.String,java.lang.String[]]}",1,0,0,30,3,7.21,6,4,0,162.85,4.17,0.03
exist-start/src/main/java/org/exist/start/classloader/ReflectionUtils.java,org.exist.start.classloader.ReflectionUtils,getEXistClassLoader,"org.exist.start.classloader.ReflectionUtils{name=getEXistClassLoader,return=org.exist.start.classloader.EXistClassLoader,parameters=[]}",1,0,0,18,0,4.47,2,4,0,68.53,3.61,0.01
exist-start/src/main/java/org/exist/start/classloader/EXistClassLoader.java,org.exist.start.classloader.EXistClassLoader,EXistClassLoader,"org.exist.start.classloader.EXistClassLoader{name=<constructor>,return=org.exist.start.classloader.EXistClassLoader,parameters=[java.net.URL[],java.lang.ClassLoader]}",1,0,0,4,2,1.0,0,1,0,4.75,0.5,0.0
exist-start/src/main/java/org/exist/start/classloader/EXistClassLoader.java,org.exist.start.classloader.EXistClassLoader,addURLs,"org.exist.start.classloader.EXistClassLoader{name=addURLs,return=void,parameters=[org.exist.start.classloader.Classpath]}",3,3,2,10,1,4.0,0,4,0,72.0,4.28,0.02
exist-start/src/main/java/org/exist/start/StopException.java,org.exist.start.StopException,StopException,"org.exist.start.StopException{name=<constructor>,return=org.exist.start.StopException,parameters=[java.lang.String,java.lang.Throwable]}",1,0,0,3,2,1.0,0,1,0,4.75,0.5,0.0
exist-start/src/main/java/org/exist/start/StartException.java,org.exist.start.StartException,StartException,"org.exist.start.StartException{name=<constructor>,return=org.exist.start.StartException,parameters=[int]}",1,0,0,4,1,1.0,1,0,0,3.0,1.0,0.0
exist-start/src/main/java/org/exist/start/StartException.java,org.exist.start.StartException,StartException,"org.exist.start.StartException{name=<constructor>,return=org.exist.start.StartException,parameters=[int,java.lang.String]}",1,0,0,5,2,1.41,1,1,0,10.0,1.5,0.0
exist-start/src/main/java/org/exist/start/StartException.java,org.exist.start.StartException,getErrorCode,"org.exist.start.StartException{name=getErrorCode,return=int,parameters=[]}",1,0,0,4,0,0.0,0,0,0,2.0,0.5,0.0
exist-start/src/main/java/org/exist/start/StartException.java,org.exist.start.StartException,getMessage,"org.exist.start.StartException{name=getMessage,return=java.lang.String,parameters=[]}",2,1,0,5,0,3.16,0,3,1,57.36,3.5,0.01
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractNoVersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractNoVersionComponents,return=void,parameters=[]}",1,0,0,6,0,4.12,1,4,0,44.97,2.57,0.01
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava8VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava8VersionComponents,return=void,parameters=[]}",1,0,0,12,0,10.2,2,10,0,199.69,5.21,0.03
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava9VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava9VersionComponents,return=void,parameters=[]}",1,0,0,20,0,19.42,4,19,0,389.9,10.68,0.09
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava10VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava10VersionComponents,return=void,parameters=[]}",1,0,0,9,0,7.28,2,7,0,122.98,4.2,0.02
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava11VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava11VersionComponents,return=void,parameters=[]}",1,0,0,17,0,16.49,4,16,0,311.14,9.53,0.07
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava12VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava12VersionComponents,return=void,parameters=[]}",1,0,0,19,0,18.44,4,18,0,357.58,11.08,0.08
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava13VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava13VersionComponents,return=void,parameters=[]}",1,0,0,11,0,9.22,2,9,0,171.9,5.12,0.03
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava14VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava14VersionComponents,return=void,parameters=[]}",1,0,0,11,0,9.22,2,9,0,171.9,5.12,0.03
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,extractJava15VersionComponents,"org.exist.start.CompatibleJavaVersionCheckTest{name=extractJava15VersionComponents,return=void,parameters=[]}",1,0,0,11,0,9.22,2,9,0,171.9,5.12,0.03
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkNoVersion,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkNoVersion,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,15.51,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava8,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava8,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava9,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava9,return=void,parameters=[]}",1,0,0,6,0,4.0,0,4,0,42.0,1.67,0.01
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava10,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava10,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava11,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava11,return=void,parameters=[]}",1,0,0,6,0,4.0,0,4,0,42.0,1.67,0.01
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava12,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava12,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava12_BellSoft,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava12_BellSoft,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava13,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava13,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava14,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava14,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_0,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava15_0_0,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_1,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava15_0_1,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_2,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava15_0_2,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava15_0_3,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava15_0_3,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava21,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava21,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/CompatibleJavaVersionCheckTest.java,org.exist.start.CompatibleJavaVersionCheckTest,checkJava25,"org.exist.start.CompatibleJavaVersionCheckTest{name=checkJava25,return=void,parameters=[]}",1,0,0,5,0,2.0,0,2,0,19.65,1.0,0.0
exist-start/src/test/java/org/exist/start/MainTest.java,org.exist.start.MainTest,stripFirstElementOnEmptyArrayReturnsEmpty,"org.exist.start.MainTest{name=stripFirstElementOnEmptyArrayReturnsEmpty,return=void,parameters=[]}",1,0,0,14,0,3.16,1,3,0,51.89,2.25,0.01
exist-start/src/test/java/org/exist/start/MainTest.java,org.exist.start.MainTest,stripFirstElementOnSingleElementReturnsEmpty,"org.exist.start.MainTest{name=stripFirstElementOnSingleElementReturnsEmpty,return=void,parameters=[]}",1,0,0,7,0,3.16,1,3,0,53.77,2.0,0.01
exist-start/src/test/java/org/exist/start/MainTest.java,org.exist.start.MainTest,stripFirstElementOnMultipleElementsDropsFirst,"org.exist.start.MainTest{name=stripFirstElementOnMultipleElementsDropsFirst,return=void,parameters=[]}",1,0,0,6,0,2.24,1,2,0,49.83,1.63,0.01
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,Samples,"org.exist.samples.Samples{name=<constructor>,return=org.exist.samples.Samples,parameters=[]}",1,0,0,2,0,0.0,0,0,0,0.0,0.0,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getAddressBookSample,"org.exist.samples.Samples{name=getAddressBookSample,return=java.io.InputStream,parameters=[]}",1,0,0,9,0,1.0,0,1,0,8.0,1.0,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getHamletSample,"org.exist.samples.Samples{name=getHamletSample,return=java.io.InputStream,parameters=[]}",1,0,0,9,0,1.0,0,1,0,8.0,1.0,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getRomeoAndJulietSample,"org.exist.samples.Samples{name=getRomeoAndJulietSample,return=java.io.InputStream,parameters=[]}",1,0,0,9,0,1.0,0,1,0,8.0,1.0,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getMacbethSample,"org.exist.samples.Samples{name=getMacbethSample,return=java.io.InputStream,parameters=[]}",1,0,0,9,0,1.0,0,1,0,8.0,1.0,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getShakespeareXmlSampleNames,"org.exist.samples.Samples{name=getShakespeareXmlSampleNames,return=java.lang.String[],parameters=[]}",1,0,0,9,0,0.0,0,0,0,11.61,0.5,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getShakespeareSampleNames,"org.exist.samples.Samples{name=getShakespeareSampleNames,return=java.lang.String[],parameters=[]}",1,0,0,9,0,0.0,0,0,0,28.53,0.5,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getShakespeareSample,"org.exist.samples.Samples{name=getShakespeareSample,return=java.io.InputStream,parameters=[java.lang.String]}",1,0,0,11,1,1.0,0,1,0,15.51,1.5,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getBiblioSample,"org.exist.samples.Samples{name=getBiblioSample,return=java.io.InputStream,parameters=[]}",1,0,0,9,0,1.0,0,1,0,8.0,1.0,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getSample,"org.exist.samples.Samples{name=getSample,return=java.io.InputStream,parameters=[java.lang.String]}",1,0,0,11,1,2.0,0,2,0,15.51,1.5,0.0
exist-samples/src/main/java/org/exist/samples/Samples.java,org.exist.samples.Samples,getSampleUrl,"org.exist.samples.Samples{name=getSampleUrl,return=java.net.URL,parameters=[java.lang.String]}",1,0,0,12,1,2.0,0,2,0,15.51,1.5,0.0
exist-core/src/main/java/org/exist/webstart/JnlpJarFiles.java,org.exist.webstart.JnlpJarFiles,getJarFromLocation,"org.exist.webstart.JnlpJarFiles{name=getJarFromLocation,return=java.nio.file.Path,parameters=[java.nio.file.Path,java.lang.String]}",2,2,1,22,2,9.49,3,9,0,278.14,8.54,0.06
exist-core/src/main/java/org/exist/webstart/JnlpJarFiles.java,org.exist.webstart.JnlpJarFiles,addToJars,"org.exist.webstart.JnlpJarFiles{name=addToJars,return=void,parameters=[java.nio.file.Path]}",4,4,2,13,1,7.35,1,7,2,154.29,7.95,0.04
exist-core/src/main/java/org/exist/webstart/JnlpJarFiles.java,org.exist.webstart.JnlpJarFiles,JnlpJarFiles,"org.exist.webstart.JnlpJarFiles{name=<constructor>,return=org.exist.webstart.JnlpJarFiles,parameters=[java.nio.file.Path]}",2,1,1,21,1,6.32,2,6,0,142.7,4.5,0.02
exist-core/src/main/java/org/exist/webstart/JnlpJarFiles.java,org.exist.webstart.JnlpJarFiles,getAllWebstartJars,"org.exist.webstart.JnlpJarFiles{name=getAllWebstartJars,return=java.util.List<java.nio.file.Path>,parameters=[]}",1,0,0,11,0,11.05,1,11,0,198.41,7.74,0.04
exist-core/src/main/java/org/exist/webstart/JnlpJarFiles.java,org.exist.webstart.JnlpJarFiles,getJarFile,"org.exist.webstart.JnlpJarFiles{name=getJarFile,return=java.nio.file.Path,parameters=[java.lang.String]}",1,0,0,11,1,1.0,0,1,0,11.61,1.0,0.0
exist-core/src/main/java/org/exist/webstart/JnlpJarFiles.java,org.exist.webstart.JnlpJarFiles,getJarPackGz,"org.exist.webstart.JnlpJarFiles{name=getJarPackGz,return=java.nio.file.Path,parameters=[java.nio.file.Path]}",2,1,1,11,1,3.61,2,3,0,89.92,4.09,0.02
exist-core/src/main/java/org/exist/webstart/JnlpJarFiles.java,org.exist.webstart.JnlpJarFiles,getLastModified,"org.exist.webstart.JnlpJarFiles{name=getLastModified,return=long,parameters=[]}",2,1,0,11,0,2.24,0,2,1,41.51,2.92,0.01
exist-core/src/main/java/org/exist/webstart/JnlpWriter.java,org.exist.webstart.JnlpWriter,writeJnlpXML,"org.exist.webstart.JnlpWriter{name=writeJnlpXML,return=void,parameters=[org.exist.webstart.JnlpJarFiles,jakarta.servlet.http.HttpServletRequest,jakarta.servlet.http.HttpServletResponse]}",8,8,2,173,3,107.34,8,107,3,3488.39,58.43,1.15
exist-core/src/main/java/org/exist/webstart/JnlpWriter.java,org.exist.webstart.JnlpWriter,sendJar,"org.exist.webstart.JnlpWriter{name=sendJar,return=void,parameters=[org.exist.webstart.JnlpJarFiles,java.lang.String,jakarta.servlet.http.HttpServletRequest,jakarta.servlet.http.HttpServletResponse]}",4,5,1,41,4,22.18,2,22,2,624.81,19.81,0.18
exist-core/src/main/java/org/exist/webstart/JnlpWriter.java,org.exist.webstart.JnlpWriter,sendImage,"org.exist.webstart.JnlpWriter{name=sendImage,return=void,parameters=[org.exist.webstart.JnlpJarFiles,java.lang.String,jakarta.servlet.http.HttpServletResponse]}",2,1,3,26,3,9.11,1,9,1,230.82,8.86,0.05
exist-core/src/main/java/org/exist/webstart/JnlpWriter.java,org.exist.webstart.JnlpWriter,getImageMimeType,"org.exist.webstart.JnlpWriter{name=getImageMimeType,return=java.lang.String,parameters=[java.lang.String]}",4,0,0,10,1,1.41,1,1,0,85.84,1.61,0.01
exist-core/src/main/java/org/exist/webstart/LatestFileResolver.java,org.exist.webstart.LatestFileResolver,getResolvedFileName,"org.exist.webstart.LatestFileResolver{name=getResolvedFileName,return=java.lang.String,parameters=[java.lang.String]}",4,4,2,52,1,27.75,12,25,1,938.3,26.75,0.29
exist-core/src/main/java/org/exist/webstart/JnlpServlet.java,org.exist.webstart.JnlpServlet,init,"org.exist.webstart.JnlpServlet{name=init,return=void,parameters=[]}",2,2,1,28,0,38.12,3,38,0,875.27,28.6,0.29
exist-core/src/main/java/org/exist/webstart/JnlpServlet.java,org.exist.webstart.JnlpServlet,stripFilename,"org.exist.webstart.JnlpServlet{name=stripFilename,return=java.lang.String,parameters=[java.lang.String]}",1,0,0,5,1,2.24,1,2,0,39.86,2.67,0.01
exist-core/src/main/java/org/exist/webstart/JnlpServlet.java,org.exist.webstart.JnlpServlet,doGet,"org.exist.webstart.JnlpServlet{name=doGet,return=void,parameters=[jakarta.servlet.http.HttpServletRequest,jakarta.servlet.http.HttpServletResponse]}",6,9,2,43,2,20.22,3,20,0,615.58,18.49,0.17
exist-core/src/main/java/org/exist/webstart/JnlpServlet.java,org.exist.webstart.JnlpServlet,getLastModified,"org.exist.webstart.JnlpServlet{name=getLastModified,return=long,parameters=[jakarta.servlet.http.HttpServletRequest]}",2,1,1,10,1,2.0,0,2,0,50.19,2.86,0.01
exist-core/src/main/java/org/exist/protocolhandler/protocols/xmldb/InMemoryURLConnection.java,org.exist.protocolhandler.protocols.xmldb.InMemoryURLConnection,InMemoryURLConnection,"org.exist.protocolhandler.protocols.xmldb.InMemoryURLConnection{name=<constructor>,return=org.exist.protocolhandler.protocols.xmldb.InMemoryURLConnection,parameters=[java.lang.ThreadGroup,java.net.URL]}",1,0,0,13,2,3.16,1,3,0,34.87,2.8,0.01
