Source path,Class name,Method name,Pattern type,Exception types,Handling strategy,Logging framework,Log level
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,getRemoteCollection,try-catch,XMLDBException,log+recover,Log4j,ERROR
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,readCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,readCollection,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,getUser,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,getUser,try-catch,AuthenticationException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,setDatabaseShutdownListener,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,getConformanceLevel,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,getName,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,getProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,getProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/DatabaseImpl.java,org.exist.xmldb.DatabaseImpl,setProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,getName,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,getVersion,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,query,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,query,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,compile,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,compile,try-catch,XPathException,wrap,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,compileAndCheck,throws-declaration,"XMLDBException, XPathException",propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,throwException,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,throwXPathException,throws-declaration,XPathException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,execute,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,execute,try-catch,IOException,wrap,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,executeStoredQuery,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,query,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,query,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,queryResource,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,getProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,getProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,setProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,clearNamespaces,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,removeNamespace,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,setNamespace,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,getNamespace,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,declareVariable,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,clearVariables,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,execute,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,execute,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,dump,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteXPathQueryService.java,org.exist.xmldb.RemoteXPathQueryService,dump,try-catch,IOException,wrap,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollection.java,org.exist.xmldb.txn.bridge.InTxnLocalCollection,InTxnLocalCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollection.java,org.exist.xmldb.txn.bridge.InTxnLocalCollection,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollection.java,org.exist.xmldb.txn.bridge.InTxnLocalCollection,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollection.java,org.exist.xmldb.txn.bridge.InTxnLocalCollection,withDb,try-catch,EXistException,wrap,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollection.java,org.exist.xmldb.txn.bridge.InTxnLocalCollection,getParentCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollection.java,org.exist.xmldb.txn.bridge.InTxnLocalCollection,getChildCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollection.java,org.exist.xmldb.txn.bridge.InTxnLocalCollection,getChildCollection,try-catch,URISyntaxException,wrap,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalXUpdateQueryService.java,org.exist.xmldb.txn.bridge.InTxnLocalXUpdateQueryService,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalIndexQueryService.java,org.exist.xmldb.txn.bridge.InTxnLocalIndexQueryService,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalUserManagementService.java,org.exist.xmldb.txn.bridge.InTxnLocalUserManagementService,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollectionManagementService.java,org.exist.xmldb.txn.bridge.InTxnLocalCollectionManagementService,createCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollectionManagementService.java,org.exist.xmldb.txn.bridge.InTxnLocalCollectionManagementService,createCollection,try-catch,TriggerException,wrap,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalCollectionManagementService.java,org.exist.xmldb.txn.bridge.InTxnLocalCollectionManagementService,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/txn/bridge/InTxnLocalXPathQueryService.java,org.exist.xmldb.txn.bridge.InTxnLocalXPathQueryService,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocalService.java,org.exist.xmldb.AbstractLocalService,setCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocalService.java,org.exist.xmldb.AbstractLocalService,getProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocalService.java,org.exist.xmldb.AbstractLocalService,getProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocalService.java,org.exist.xmldb.AbstractLocalService,setProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,getName,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,getVersion,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,reindexCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,reindexCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,reindexCollection,try-catch,URISyntaxException,wrap,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,reindexCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,reindexDocument,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,getIndexedElements,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/RemoteIndexQueryService.java,org.exist.xmldb.RemoteIndexQueryService,configureCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/ExtendedResource.java,org.exist.xmldb.ExtendedResource,getExtendedContent,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/ExtendedResource.java,org.exist.xmldb.ExtendedResource,getStreamContent,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/ExtendedResource.java,org.exist.xmldb.ExtendedResource,getStreamLength,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/ExtendedResource.java,org.exist.xmldb.ExtendedResource,getContentIntoAFile,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/ExtendedResource.java,org.exist.xmldb.ExtendedResource,getContentIntoAStream,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,setPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,setPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,setPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,setPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chgrp,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chown,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chown,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chgrp,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chown,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chown,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chmod,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chmod,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chmod,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,chmod,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,lockResource,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,hasUserLock,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,unlockResource,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,addAccount,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,updateAccount,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,updateGroup,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getAccount,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,addAccountToGroup,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,addGroupManager,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,removeGroupManager,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getAccounts,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getGroup,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getGroups,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,setProperty,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,setCollection,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getSubCollectionPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getSubResourcePermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getSubCollectionCreationTime,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,listResourcePermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,listCollectionPermissions,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,removeAccount,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,removeGroup,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,addUserGroup,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,removeGroupMember,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,addGroup,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,addUser,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,updateUser,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getUser,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getUsers,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,removeUser,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,lockResource,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/UserManagementService.java,org.exist.xmldb.UserManagementService,getGroupMembers,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,XmldbURI,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,XmldbURI,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,xmldbUriFor,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,xmldbUriFor,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,xmldbUriFor,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,xmldbUriFor,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,xmldbUriFor,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,create,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,create,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,create,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,create,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,getXmldbURI,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,getXmldbURI,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,parseURI,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,splitPath,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,checkCompatibilityForContextOperation,throws-declaration,IllegalArgumentException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,checkCompatibilityForCollectionOperation,throws-declaration,IllegalArgumentException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,recomputeURI,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,safeRecomputeURI,try-catch,URISyntaxException,ignore,Log4j,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,setCollectionPath,try-catch,URISyntaxException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,compareTo,throws-declaration,ClassCastException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,recoverPseudoURIs,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,recoverPseudoURIs,try-catch,URISyntaxException,log,Log4j,INFO
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,equals,try-catch,URISyntaxException,recover,Log4j,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,resolveContext,throws-declaration,"NullPointerException, IllegalArgumentException",propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,resolveContext,throws-declaration,NullPointerException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,resolveCollectionPath,throws-declaration,"NullPointerException, IllegalArgumentException",propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,resolveCollectionPath,throws-declaration,NullPointerException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,toURL,throws-declaration,"IllegalArgumentException, MalformedURLException",propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,startsWith,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,endsWith,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/XmldbURI.java,org.exist.xmldb.XmldbURI,trimFromBeginning,throws-declaration,URISyntaxException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalRestoreService.java,org.exist.xmldb.LocalRestoreService,restore,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalRestoreService.java,org.exist.xmldb.LocalRestoreService,restore,try-catch,SAXException,wrap,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,getCollectionUri,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,read,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,read,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,read,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,read,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,modify,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,modify,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,with,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,with,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,with,try-catch,PermissionDeniedException,wrap,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,withDb,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,withDb,try-catch,EXistException,wrap,,
exist-core/src/main/java/org/exist/xmldb/AbstractLocal.java,org.exist.xmldb.AbstractLocal,withDb,try-catch,XMLDBException | EXistException,rethrow,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,LocalResourceSet,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,LocalResourceSet,try-catch,XPathException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,LocalResourceSet,try-catch,XPathException,wrap,Log4j,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,addResource,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,addAll,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,clear,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,clear,try-catch,IOException,log,Log4j,WARN
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,getIterator,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,getIterator,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,getMembersAsResource,throws-declaration,XMLDBException,propagate,,
exist-core/src/main/java/org/exist/xmldb/LocalResourceSet.java,org.exist.xmldb.LocalResourceSet,getMembersAsResource,try-catch,SAXException,wrap,Log4j,
